,Cover_Type
14188,5
14189,5
14190,6
14191,5
14192,7
14193,7
14194,6
14195,6
14196,1
14197,5
14198,2
14199,6
14200,6
14201,1
14202,1
14203,7
14204,5
14205,5
14206,3
14207,3
14208,6
14209,5
14210,6
14211,5
14212,2
14213,1
14214,1
14215,5
14216,6
14217,6
14218,6
14219,6
14220,6
14221,1
14222,2
14223,5
14224,2
14225,6
14226,1
14227,2
14228,1
14229,5
14230,6
14231,6
14232,6
14233,2
14234,5
14235,1
14236,5
14237,6
14238,1
14239,5
14240,6
14241,5
14242,6
14243,6
14244,1
14245,1
14246,2
14247,5
14248,6
14249,6
14250,1
14251,6
14252,1
14253,2
14254,5
14255,6
14256,6
14257,2
14258,1
14259,1
14260,1
14261,1
14262,1
14263,1
14264,2
14265,5
14266,3
14267,3
14268,1
14269,1
14270,2
14271,5
14272,5
14273,1
14274,2
14275,5
14276,5
14277,5
14278,5
14279,3
14280,1
14281,2
14282,1
14283,1
14284,5
14285,1
14286,1
14287,1
14288,5
14289,1
14290,5
14291,2
14292,7
14293,1
14294,1
14295,7
14296,1
14297,7
14298,7
14299,7
14300,1
14301,1
14302,7
14303,1
14304,2
14305,1
14306,7
14307,1
14308,7
14309,1
14310,1
14311,1
14312,1
14313,7
14314,1
14315,1
14316,1
14317,2
14318,1
14319,1
14320,1
14321,2
14322,1
14323,1
14324,1
14325,1
14326,2
14327,2
14328,2
14329,1
14330,7
14331,1
14332,7
14333,2
14334,7
14335,1
14336,7
14337,1
14338,2
14339,7
14340,7
14341,2
14342,7
14343,1
14344,7
14345,7
14346,7
14347,7
14348,1
14349,7
14350,1
14351,7
14352,1
14353,1
14354,1
14355,7
14356,1
14357,7
14358,7
14359,7
14360,7
14361,1
14362,2
14363,1
14364,7
14365,7
14366,7
14367,7
14368,7
14369,7
14370,1
14371,1
14372,1
14373,7
14374,7
14375,1
14376,2
14377,1
14378,7
14379,1
14380,1
14381,1
14382,7
14383,7
14384,7
14385,1
14386,7
14387,2
14388,1
14389,7
14390,7
14391,7
14392,7
14393,7
14394,1
14395,7
14396,7
14397,7
14398,7
14399,7
14400,1
14401,7
14402,7
14403,7
14404,1
14405,7
14406,7
14407,7
14408,7
14409,1
14410,7
14411,7
14412,7
14413,7
14414,2
14415,7
14416,7
14417,7
14418,7
14419,7
14420,7
14421,7
14422,7
14423,7
14424,1
14425,7
14426,1
14427,7
14428,1
14429,7
14430,7
14431,7
14432,7
14433,2
14434,7
14435,7
14436,7
14437,1
14438,1
14439,7
14440,1
14441,7
14442,7
14443,1
14444,2
14445,7
14446,7
14447,7
14448,7
14449,7
14450,1
14451,1
14452,1
14453,7
14454,7
14455,7
14456,1
14457,7
14458,7
14459,2
14460,7
14461,7
14462,7
14463,7
14464,7
14465,7
14466,1
14467,2
14468,1
14469,2
14470,7
14471,7
14472,2
14473,1
14474,1
14475,7
14476,7
14477,7
14478,7
14479,7
14480,7
14481,7
14482,1
14483,2
14484,7
14485,7
14486,7
14487,7
14488,7
14489,7
14490,2
14491,7
14492,7
14493,7
14494,7
14495,7
14496,7
14497,7
14498,7
14499,1
14500,7
14501,7
14502,7
14503,7
14504,1
14505,7
14506,2
14507,1
14508,1
14509,7
14510,2
14511,7
14512,1
14513,1
14514,7
14515,7
14516,7
14517,7
14518,7
14519,7
14520,2
14521,1
14522,7
14523,7
14524,2
14525,7
14526,2
14527,7
14528,7
14529,7
14530,7
14531,7
14532,7
14533,7
14534,7
14535,2
14536,2
14537,2
14538,7
14539,2
14540,7
14541,7
14542,7
14543,1
14544,7
14545,7
14546,7
14547,7
14548,7
14549,7
14550,7
14551,7
14552,1
14553,7
14554,7
14555,2
14556,7
14557,7
14558,7
14559,7
14560,7
14561,7
14562,7
14563,7
14564,7
14565,7
14566,2
14567,2
14568,2
14569,2
14570,7
14571,7
14572,1
14573,7
14574,7
14575,7
14576,7
14577,7
14578,1
14579,1
14580,2
14581,1
14582,2
14583,7
14584,2
14585,1
14586,2
14587,7
14588,1
14589,7
14590,2
14591,1
14592,1
14593,1
14594,1
14595,1
14596,1
14597,7
14598,1
14599,1
14600,7
14601,1
14602,1
14603,1
14604,1
14605,7
14606,1
14607,2
14608,1
14609,1
14610,1
14611,7
14612,2
14613,7
14614,7
14615,7
14616,7
14617,7
14618,7
14619,7
14620,7
14621,7
14622,7
14623,7
14624,1
14625,7
14626,7
14627,7
14628,7
14629,7
14630,1
14631,7
14632,1
14633,1
14634,7
14635,7
14636,1
14637,1
14638,7
14639,2
14640,7
14641,7
14642,2
14643,7
14644,1
14645,1
14646,1
14647,7
14648,1
14649,1
14650,7
14651,2
14652,1
14653,7
14654,1
14655,5
14656,7
14657,7
14658,7
14659,7
14660,1
14661,1
14662,1
14663,5
14664,5
14665,2
14666,7
14667,5
14668,2
14669,1
14670,7
14671,1
14672,7
14673,7
14674,7
14675,1
14676,1
14677,1
14678,2
14679,5
14680,7
14681,1
14682,7
14683,5
14684,7
14685,7
14686,7
14687,7
14688,7
14689,1
14690,1
14691,1
14692,7
14693,7
14694,2
14695,5
14696,5
14697,7
14698,5
14699,5
14700,1
14701,5
14702,1
14703,5
14704,1
14705,5
14706,5
14707,1
14708,7
14709,2
14710,1
14711,2
14712,1
14713,2
14714,1
14715,1
14716,1
14717,7
14718,1
14719,2
14720,1
14721,1
14722,1
14723,7
14724,1
14725,2
14726,7
14727,7
14728,2
14729,1
14730,2
14731,2
14732,7
14733,1
14734,1
14735,2
14736,1
14737,1
14738,1
14739,1
14740,2
14741,1
14742,7
14743,2
14744,7
14745,1
14746,7
14747,1
14748,1
14749,1
14750,1
14751,2
14752,7
14753,1
14754,1
14755,1
14756,7
14757,1
14758,7
14759,2
14760,7
14761,7
14762,1
14763,2
14764,1
14765,7
14766,7
14767,1
14768,7
14769,1
14770,1
14771,2
14772,7
14773,7
14774,7
14775,7
14776,7
14777,2
14778,7
14779,7
14780,1
14781,7
14782,7
14783,7
14784,1
14785,7
14786,2
14787,7
14788,7
14789,2
14790,7
14791,7
14792,7
14793,7
14794,7
14795,7
14796,7
14797,7
14798,7
14799,7
14800,7
14801,7
14802,7
14803,7
14804,7
14805,7
14806,7
14807,7
14808,7
14809,7
14810,7
14811,2
14812,1
14813,7
14814,7
14815,7
14816,2
14817,7
14818,7
14819,1
14820,7
14821,7
14822,1
14823,7
14824,7
14825,1
14826,1
14827,7
14828,1
14829,7
14830,1
14831,1
14832,1
14833,1
14834,1
14835,2
14836,2
14837,2
14838,1
14839,1
14840,1
14841,2
14842,1
14843,1
14844,1
14845,1
14846,2
14847,1
14848,5
14849,2
14850,2
14851,1
14852,1
14853,2
14854,2
14855,1
14856,1
14857,3
14858,1
14859,3
14860,6
14861,2
14862,6
14863,6
14864,1
14865,6
14866,2
14867,2
14868,2
14869,6
14870,2
14871,6
14872,6
14873,1
14874,2
14875,6
14876,2
14877,3
14878,2
14879,2
14880,2
14881,2
14882,6
14883,2
14884,2
14885,2
14886,2
14887,2
14888,6
14889,6
14890,3
14891,6
14892,6
14893,6
14894,2
14895,6
14896,6
14897,6
14898,2
14899,6
14900,2
14901,6
14902,3
14903,6
14904,6
14905,6
14906,2
14907,6
14908,6
14909,2
14910,2
14911,3
14912,6
14913,2
14914,2
14915,2
14916,6
14917,3
14918,2
14919,3
14920,2
14921,6
14922,2
14923,3
14924,3
14925,3
14926,6
14927,3
14928,3
14929,2
14930,3
14931,3
14932,6
14933,6
14934,6
14935,3
14936,3
14937,3
14938,3
14939,3
14940,3
14941,3
14942,3
14943,3
14944,3
14945,3
14946,3
14947,3
14948,3
14949,3
14950,3
14951,3
14952,6
14953,3
14954,3
14955,6
14956,6
14957,3
14958,6
14959,3
14960,3
14961,3
14962,3
14963,6
14964,6
14965,3
14966,3
14967,6
14968,6
14969,6
14970,6
14971,6
14972,6
14973,3
14974,6
14975,6
14976,3
14977,6
14978,6
14979,3
14980,3
14981,3
14982,3
14983,6
14984,3
14985,3
14986,6
14987,3
14988,3
14989,3
14990,3
14991,6
14992,3
14993,3
14994,3
14995,3
14996,3
14997,6
14998,6
14999,6
15000,3
15001,6
15002,6
15003,6
15004,6
15005,3
15006,6
15007,3
15008,6
15009,6
15010,6
15011,3
15012,6
15013,6
15014,3
15015,2
15016,6
15017,6
15018,3
15019,3
15020,3
15021,3
15022,6
15023,3
15024,6
15025,6
15026,3
15027,3
15028,3
15029,3
15030,3
15031,6
15032,3
15033,3
15034,6
15035,6
15036,3
15037,3
15038,3
15039,3
15040,3
15041,3
15042,3
15043,6
15044,3
15045,3
15046,3
15047,3
15048,3
15049,3
15050,3
15051,3
15052,3
15053,6
15054,3
15055,3
15056,3
15057,6
15058,6
15059,6
15060,3
15061,3
15062,6
15063,6
15064,6
15065,3
15066,6
15067,6
15068,3
15069,3
15070,3
15071,3
15072,3
15073,3
15074,3
15075,3
15076,3
15077,3
15078,3
15079,3
15080,3
15081,6
15082,3
15083,3
15084,3
15085,3
15086,3
15087,3
15088,3
15089,3
15090,3
15091,3
15092,3
15093,6
15094,6
15095,6
15096,6
15097,3
15098,3
15099,6
15100,3
15101,6
15102,3
15103,6
15104,3
15105,6
15106,3
15107,3
15108,3
15109,6
15110,6
15111,6
15112,6
15113,3
15114,3
15115,3
15116,3
15117,3
15118,3
15119,3
